ID ответа,Дата ответа,Затраченное время,Источник ответа,Источник ответа,Респондент,IP-hash,UA-hash,Логин,Где Вы работаете?,В какой компании Вы работаете?,Какую должность Вы занимаете?,Оцените уровень заинтересованности и вовлеченности сотрудников вашей компании в зеленые и устойчивые практики?,"*Назовите причины, из-за которых Вы начали разрабатывать и внедрять зеленую маркетинговую стратегию в Вашей компании/бренде? Экологичность- популярный тренд",Увеличение динамики продаж,Оптимизация производство,Имидж и репутация среди стэйкхолдеров,"Вариант ""другое""","Вариант ""затрудняюсь ответить""",Ваша зеленая маркетинговая стратегия и ориентация на устойчивое развитие помогли увеличить продажи и маржинальность FMCG продуктов?,Ваша зеленая маркетинговая стратегия и ориентация на устойчивое развитие помогли улучшить имидж и репутацию компании/брендов/продуктов?,На каком уровне реализации зеленой маркетинговой стратегии находится Ваша компания?,"Считаете ли Вы, что зеленую маркетинговую стратегию вашей компании можно назвать успешной?","* По вашему мнению, наиболее существенными и значимыми факторами, влияющими на увеличение прибыли в рамках зеленой маркетинговой стратегии в FMCG компании после трех лет ее реализации, являются (где 1- совсем не влияет, а 5- сильно влияет)?  Использование переработанного пластика в упаковках и полный переход на более экологичные источники сырья в FMCG продуктах ",Уменьшение выбросов CO2 минимум на 50% на всей цепочке создания ценности продуктов,"Зеленое производство, сертифицированное по LEED, ISO и другим экологическим сертификатам соответствия","Простая и понятная коммуникация компании в упаковке и рекламных кампаниях об экологичности продукта, его использовании, переработке, утилизации для потребителей",Экомаркировки продуктов,Конкурентноспособная цена зеленого продукта,Наличие минимум 90% натуральных компонентов в составе продуктов,Полная локальность FMCG продукта,"Бюджеты на трансформацию и активации зеленого маркетинга, составляющие более 15% от основного годового маркетингового бюджета",Наличие подробной системы гайдлайнов и инструкций по реализации зеленых маркетинговых стратегий у маркетинговой команды,* Привлекаете ли Вы различных экспертов и других стэйкхолдеров для помощи в реализации зеленой маркетинговой стратегии вашей компании?,*Оцените как новая политическая и экономическая реальность в России повлияли на интеграцию устойчивых практик в вашей компании?,* Какие факторы новой политической и экономической реальности сильнее всего повлияли на зеленую маркетинговую стратегию в Вашей компании? Снижение покупательской способности,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,Уход зарубежных партнёров и глобальных офисов,Отсутствие доступа к мировым рынкам и рейтингам,Нестабильность и невозможность планирования,"Вариант ""другое""","Вариант ""затрудняюсь ответить""","* Ощущаете ли Вы, что покупательская способность населения России значительно снизилась в 2022–2023 годах?",* Как проходит реализация зеленой маркетинговой стратегии в вашей компании?,"* Есть ли у вас определенные метрики, KPI и показатели, по которым вы оцениваете успешность зеленой маркетинговой стратегии?",* Присутствуют ли в ваших FMCG продуктах большое количество различных эко элементов?,* Какую ориентировочно стратегию зеленого маркетинга реализует ваша FMCG компания?,* Оцените лично ваш уровень заинтересованности и вовлеченности в зеленые и устойчивые практики?
66614899,2023.03.13 12:20,00:03:29,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Splat,Junior,Низкий,,Увеличение динамики продаж,Оптимизация производство,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее нет,4,4,3,3,4,3,5,2,2,4,Скорее да,"Замедлила, многие устойчивые процессы приостановлены",,,Переключение акцента компании на другие направления,Уход зарубежных партнёров и глобальных офисов,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66611812,2023.03.13 10:52,00:02:00,Прямая ссылка,Прямая ссылка,USERID: 31671599,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Splat,Специалист,Средний,,Увеличение динамики продаж,Оптимизация производство,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Нет,3,3,3,1,3,2,2,1,1,2,Нет,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,,,,Скорее да,"Сложно сказать, не слишком быстро, и не слишком медленно","Что-то измеряем, но не все",Скорее да,"Сильно ограниченную. Немного улучшаем имидж из-за некоторых зеленых характеристик бренда, но не более, компанией прикладывается мало усилий в этом направлении",Средний
66611721,2023.03.13 10:50,00:02:23,Прямая ссылка,Прямая ссылка,USERID: 31671599,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Henkel,Junior,Высокий,Экологичность- популярный тренд,,Оптимизация производство,,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Скорее да,4,4,4,2,4,3,4,2,3,4,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Средний
66611620,2023.03.13 10:48,00:02:27,Прямая ссылка,Прямая ссылка,USERID: 31671599,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Loreal,Junior,Высокий,,Увеличение динамики продаж,,Имидж и репутация среди стэйкхолдеров,,,Скорее да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,5,5,5,3,5,4,5,3,4,5,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,,Переключение акцента компании на другие направления,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66611455,2023.03.13 10:43,00:03:19,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Synergetic,Junior,Низкий,,Увеличение динамики продаж,,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Нет,3,3,3,1,3,2,2,1,1,1,Скорее нет,Сильно замедлила реализацию,Снижение покупательской способности,,,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Нет, ничего не измеряем",Да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66611323,2023.03.13 10:39,00:02:48,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Colgate-Palmolive,Junior,Высокий,,,Оптимизация производство,,,,Скорее да,Скорее да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Скорее да,3,3,3,1,5,4,5,1,4,5,Скорее да,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Что-то измеряем, но не все",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66611207,2023.03.13 10:36,00:04:17,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,DRC (R.O.C.S.),Middle,Низкий,,,,Имидж и репутация среди стэйкхолдеров,,,Скорее да,Скорее да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Нет,3,3,3,1,3,2,2,1,2,2,Нет,Немного ускорила,,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66610984,2023.03.13 10:30,00:02:27,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",P&G,Junior,Высокий,,,Оптимизация производство,,,,Да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,5,5,5,3,5,4,4,4,3,3,Скорее да,Никак не повлияла,,,,Уход зарубежных партнёров и глобальных офисов,,,,,Скорее да,"Быстро, но некоторые трудности нас затормозили","Что-то измеряем, но не все",Скорее да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66610737,2023.03.13 10:25,00:03:01,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,DRC (R.O.C.S.),Senior,Средний,,Увеличение динамики продаж,,,,,Скорее да,Скорее да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Скорее нет,4,4,4,2,4,3,3,2,3,4,Нет,Сильно замедлила реализацию,,Урезание маркетинговых бюджетов,,,,,,,Да,"Очень тяжело и долго, трансформация проходила/проходит проблематично","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66610550,2023.03.13 10:20,00:02:29,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Junior,Высокий,,Увеличение динамики продаж,,,,,Да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Скорее да,5,5,5,3,5,4,5,3,4,5,Да,Сильно замедлила реализацию,Снижение покупательской способности,,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66610445,2023.03.13 10:18,00:01:59,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Splat,Стажер,Очень низкий,,,Оптимизация производство,,,,Да,Да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее нет,3,3,3,1,3,2,2,1,2,2,Нет,Никак не повлияла,Снижение покупательской способности,,,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Очень высокий
66610324,2023.03.13 10:14,00:01:55,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Colgate-Palmolive,Junior,Очень высокий,,,,Имидж и репутация среди стэйкхолдеров,,,Скорее да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,3,3,3,1,3,2,2,1,2,2,Да,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66610242,2023.03.13 10:12,00:02:49,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Splat,Специалист,Очень низкий,,,Оптимизация производство,,,,Скорее да,Да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Нет,4,4,4,2,4,3,3,2,3,4,Скорее нет,Немного ускорила,,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Низкий
66610091,2023.03.13 10:07,00:02:39,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",P&G,Senior,Высокий,,,Оптимизация производство,,,,Скорее да,Скорее да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Скорее да,3,3,3,1,3,2,2,1,2,2,Скорее да,Сильно замедлила реализацию,,Урезание маркетинговых бюджетов,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66609970,2023.03.13 10:04,00:03:06,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Cotton Club,Стажер,Очень низкий,,,,Имидж и репутация среди стэйкхолдеров,,,Скорее нет,Скорее нет,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее нет,4,4,4,2,4,3,3,2,3,3,Нет,"Замедлила, многие устойчивые процессы приостановлены",,,Переключение акцента компании на другие направления,,,,,,Да,"Очень тяжело и долго, трансформация проходила/проходит проблематично","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Низкий
66609841,2023.03.13 10:00,00:02:47,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Henkel,Middle,Очень высокий,Экологичность- популярный тренд,,,,,,Да,Не повлияло,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Скорее да,3,3,3,1,3,2,2,1,2,2,Да,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Что-то измеряем, но не все",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66609694,2023.03.13 09:55,00:02:57,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Synergetic,Стажер,Очень низкий,,,Оптимизация производство,,,,Скорее да,Да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Нет,5,5,5,3,5,4,5,3,4,5,Нет,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,,,,,,,,Скорее да,"Очень тяжело и долго, трансформация проходила/проходит проблематично","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Очень высокий
66609605,2023.03.13 09:51,00:03:21,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Специалист,Очень высокий,,,,Имидж и репутация среди стэйкхолдеров,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Да,4,3,,3,1,4,2,2,3,4,Да,Никак не повлияла,Снижение покупательской способности,,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Средний
66609472,2023.03.13 09:48,00:03:16,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,DRC (R.O.C.S.),Senior,Средний,,Увеличение динамики продаж,,,,,Скорее да,Скорее да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Скорее нет,4,4,4,2,4,2,2,2,2,5,Скорее нет,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Высокий
66609336,2023.03.13 09:44,00:02:59,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Loreal,Стажер,Высокий,,,Оптимизация производство,,,,Скорее да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,4,3,5,3,5,4,2,3,4,5,Да,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,,,,,,,Скорее да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66609232,2023.03.13 09:41,00:06:18,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Splat,Стажер,Очень низкий,,Увеличение динамики продаж,,,,,Да,Да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее нет,3,4,3,1,3,3,2,2,2,2,Скорее нет,Сильно замедлила реализацию,Снижение покупательской способности,,,,,,,,Да,"Сложно сказать, не слишком быстро, и не слишком медленно","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Высокий
66601044,2023.03.12 21:12,00:02:23,Прямая ссылка,Прямая ссылка,,JDKQ0NJNF4HOENHY,XDTFNAMZO8OJ1CW6,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Colgate-Palmolive,Стажер,Высокий,Экологичность- популярный тренд,Увеличение динамики продаж,Оптимизация производство,Имидж и репутация среди стэйкхолдеров,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Скорее да,3,3,4,2,4,3,4,1,3,4,Да,Сильно замедлила реализацию,Снижение покупательской способности,,,Уход зарубежных партнёров и глобальных офисов,Отсутствие доступа к мировым рынкам и рейтингам,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Что-то измеряем, но не все",Да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Очень высокий
66600947,2023.03.12 21:04,00:02:22,Прямая ссылка,Прямая ссылка,,JDKQ0NJNF4HOENHY,XDTFNAMZO8OJ1CW6,,В российской компании,DRC (R.O.C.S.),Middle,Низкий,Экологичность- популярный тренд,,,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее нет,3,4,5,3,5,5,4,2,5,2,Нет,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,Нестабильность и невозможность планирования,,,Да,"Довольно медленно и проблематично, процесс сложный",,Скорее да,"Сильно ограниченную. Немного улучшаем имидж из-за некоторых зеленых характеристик бренда, но не более, компанией прикладывается мало усилий в этом направлении",Средний
66600219,2023.03.12 20:10,00:02:28,Прямая ссылка,Прямая ссылка,,WCOWHF12PEDUUVUA,XDTFNAMZO8OJ1CW6,,В российской компании,Synergetic,Junior,Низкий,Экологичность- популярный тренд,,,,,,Да,Да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Да,1,1,2,2,4,5,3,5,3,4,Да,Немного ускорила,,,,Уход зарубежных партнёров и глобальных офисов,,,,,Нет,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Что-то измеряем, но не все",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66599972,2023.03.12 19:53,00:03:05,Прямая ссылка,Прямая ссылка,,WCOWHF12PEDUUVUA,XDTFNAMZO8OJ1CW6,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Loreal,Senior,Высокий,,,Оптимизация производство,Имидж и репутация среди стэйкхолдеров,,,Да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,5,5,5,5,5,2,4,1,4,5,Да,Никак не повлияла,,,,,,Нестабильность и невозможность планирования,,,Скорее да,"Сложно сказать, не слишком быстро, и не слишком медленно","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Очень высокий
66599008,2023.03.12 18:48,00:03:10,Прямая ссылка,Прямая ссылка,,WCOWHF12PEDUUVUA,XDTFNAMZO8OJ1CW6,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Директор,Очень высокий,,,Оптимизация производство,,,,Скорее да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,5,4,4,5,5,2,3,3,4,3,Скорее нет,"Замедлила, многие устойчивые процессы приостановлены",,,Переключение акцента компании на другие направления,,,,,,Скорее да,"Сложно сказать, не слишком быстро, и не слишком медленно","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Очень высокий
66598934,2023.03.12 18:44,00:03:07,Прямая ссылка,Прямая ссылка,,WCOWHF12PEDUUVUA,XDTFNAMZO8OJ1CW6,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Middle,Средний,,,Оптимизация производство,,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Да,4,4,4,5,5,2,4,2,3,3,Да,Никак не повлияла,,Урезание маркетинговых бюджетов,,Уход зарубежных партнёров и глобальных офисов,,,,,Скорее нет,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66598765,2023.03.12 18:34,00:03:45,Прямая ссылка,Прямая ссылка,,WCOWHF12PEDUUVUA,XDTFNAMZO8OJ1CW6,,В российской компании,Splat,Специалист,Средний,,Увеличение динамики продаж,,,,,Скорее да,Да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Скорее да,2,2,3,4,4,2,3,4,4,3,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,,,,,,,,Скорее да,"Сложно сказать, не слишком быстро, и не слишком медленно","Что-то измеряем, но не все",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",
66598669,2023.03.12 18:27,00:02:25,Прямая ссылка,Прямая ссылка,,JDKQ0NJNF4HOENHY,XDTFNAMZO8OJ1CW6,,В российской компании,Splat,Middle,Средний,Экологичность- популярный тренд,Увеличение динамики продаж,,,,,Скорее да,Да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Скорее да,3,2,3,4,4,5,1,5,4,3,Скорее да,"Замедлила, многие устойчивые процессы приостановлены",,,,,,Нестабильность и невозможность планирования,,,Скорее да,"Сложно сказать, не слишком быстро, и не слишком медленно","Что-то измеряем, но не все",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",
66597759,2023.03.12 17:33,00:01:54,Прямая ссылка,Прямая ссылка,,JDKQ0NJNF4HOENHY,XDTFNAMZO8OJ1CW6,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Loreal,Junior,Высокий,Экологичность- популярный тренд,Увеличение динамики продаж,Оптимизация производство,Имидж и репутация среди стэйкхолдеров,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Да,5,5,5,3,3,2,5,2,2,2,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,Отсутствие доступа к мировым рынкам и рейтингам,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",
66597664,2023.03.12 17:28,00:02:26,Прямая ссылка,Прямая ссылка,,JDKQ0NJNF4HOENHY,XDTFNAMZO8OJ1CW6,,В российской компании,DRC (R.O.C.S.),Senior,Низкий,Экологичность- популярный тренд,,,,,,Скорее да,Да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее да,5,4,4,2,2,5,3,2,4,3,Скорее нет,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Сильно ограниченную. Немного улучшаем имидж из-за некоторых зеленых характеристик бренда, но не более, компанией прикладывается мало усилий в этом направлении",